CVE-1999-0199,CWE-252
CVE-2021-38290,CWE-74
CVE-2021-3830,CWE-79
CVE-2021-3831,CWE-79
CVE-2021-3836,CWE-611
CVE-2021-3837,NVD-CWE-Other
CVE-2021-38383,CWE-416
CVE-2021-3839,CWE-125
CVE-2021-3839,CWE-787
CVE-2021-3842,CWE-1333
CVE-2021-3845,CWE-73
CVE-2021-3846,CWE-434
CVE-2021-3850,CWE-287
CVE-2021-3851,CWE-601
CVE-2021-3852,CWE-639
CVE-2021-3856,CWE-22
CVE-2021-38562,CWE-203
CVE-2021-3858,CWE-352
CVE-2021-3859,CWE-214
CVE-2021-38593,CWE-787
CVE-2021-38597,CWE-345
CVE-2021-38599,CWE-754
CVE-2021-38606,CWE-330
CVE-2021-3862,CWE-79
CVE-2021-38621,NVD-CWE-Other
CVE-2021-3863,CWE-79
CVE-2021-3866,CWE-79
CVE-2021-38711,CWE-552
CVE-2021-3872,CWE-122
CVE-2021-38721,CWE-352
CVE-2021-38725,CWE-307
CVE-2021-3874,CWE-22
CVE-2021-3875,CWE-122
CVE-2021-3879,CWE-79
CVE-2021-3881,CWE-125
CVE-2021-3888,CWE-119
CVE-2021-3889,CWE-119
CVE-2021-3900,CWE-352
CVE-2021-3901,CWE-352
CVE-2021-3903,CWE-122
CVE-2021-3904,CWE-79
CVE-2021-3905,CWE-401
CVE-2021-3906,CWE-434
CVE-2021-39131,CWE-755
CVE-2021-39132,CWE-502
CVE-2021-39133,CWE-352
CVE-2021-39136,CWE-79
CVE-2021-3915,CWE-434
CVE-2021-39157,CWE-755
CVE-2021-39159,CWE-78
CVE-2021-3916,CWE-22
CVE-2021-39160,CWE-78
CVE-2021-39165,CWE-287
CVE-2021-39165,CWE-89
CVE-2021-39167,CWE-269
CVE-2021-39168,CWE-269
CVE-2021-39169,CWE-79
CVE-2021-3917,CWE-276
CVE-2021-39176,CWE-401
CVE-2021-39177,CWE-287
CVE-2021-39179,CWE-89
CVE-2021-3918,CWE-1321
CVE-2021-39180,CWE-22
CVE-2021-39181,CWE-91
CVE-2021-39182,CWE-326
CVE-2021-39186,CWE-20
CVE-2021-39187,CWE-755
CVE-2021-39190,CWE-862
CVE-2021-39191,CWE-601
CVE-2021-39193,CWE-1284
CVE-2021-39194,CWE-835
CVE-2021-39195,CWE-918
CVE-2021-39196,CWE-754
CVE-2021-39197,CWE-352
CVE-2021-39199,CWE-79
CVE-2021-3920,CWE-79
CVE-2021-39207,CWE-502
CVE-2021-3921,CWE-352
CVE-2021-39212,CWE-668
CVE-2021-39216,CWE-416
CVE-2021-39218,CWE-125
CVE-2021-39218,CWE-590
CVE-2021-39218,CWE-787
CVE-2021-39219,CWE-843
CVE-2021-39230,NVD-CWE-noinfo
CVE-2021-3924,CWE-22
CVE-2021-3927,CWE-122
CVE-2021-3928,CWE-457
CVE-2021-39286,CWE-79
CVE-2021-39302,CWE-89
CVE-2021-3931,CWE-352
CVE-2021-3932,CWE-352
CVE-2021-3934,CWE-78
CVE-2021-39359,CWE-295
CVE-2021-3938,CWE-79
CVE-2021-39432,CWE-415
CVE-2021-3944,CWE-352
CVE-2021-3945,CWE-79
CVE-2021-3950,CWE-79
CVE-2021-3957,CWE-352
CVE-2021-3961,CWE-79
CVE-2021-3962,CWE-416
CVE-2021-3963,CWE-352
CVE-2021-3964,CWE-639
CVE-2021-3967,NVD-CWE-Other
CVE-2021-3968,CWE-122
CVE-2021-3973,CWE-122
CVE-2021-3974,CWE-416
CVE-2021-3975,CWE-416
CVE-2021-3976,CWE-352
CVE-2021-3977,CWE-79
CVE-2021-3979,CWE-287
CVE-2021-3980,CWE-359
CVE-2021-3983,CWE-79
CVE-2021-3984,CWE-122
CVE-2021-3985,CWE-79
CVE-2021-3989,CWE-601
CVE-2021-3990,CWE-338
CVE-2021-3992,CWE-639
CVE-2021-3993,CWE-352
CVE-2021-3994,CWE-79
CVE-2021-3995,CWE-552
CVE-2021-3996,CWE-552
CVE-2021-3997,CWE-674
CVE-2021-4000,CWE-601
CVE-2021-4005,CWE-352
CVE-2021-40145,CWE-415
CVE-2021-4015,CWE-352
CVE-2021-40153,CWE-22
CVE-2021-4017,CWE-352
CVE-2021-4018,CWE-79
CVE-2021-4019,CWE-122
CVE-2021-4026,CWE-863
CVE-2021-40323,CWE-94
CVE-2021-40324,CWE-434
CVE-2021-40325,NVD-CWE-noinfo
CVE-2021-4033,CWE-352
CVE-2021-40330,NVD-CWE-noinfo
CVE-2021-40346,CWE-190
CVE-2021-40348,CWE-94
CVE-2021-4041,CWE-116
CVE-2021-4043,CWE-476
CVE-2021-4048,CWE-125
CVE-2021-4049,CWE-352
CVE-2021-4050,CWE-79
CVE-2021-40506,CWE-287
CVE-2021-40507,CWE-287
CVE-2021-40524,CWE-434
CVE-2021-40540,NVD-CWE-noinfo
CVE-2021-40562,CWE-697
CVE-2021-40563,CWE-476
CVE-2021-40564,CWE-476
CVE-2021-40565,CWE-476
CVE-2021-40566,CWE-416
CVE-2021-40567,NVD-CWE-noinfo
CVE-2021-40568,CWE-120
CVE-2021-40569,CWE-415
CVE-2021-40570,CWE-415
CVE-2021-40571,CWE-415
CVE-2021-40572,CWE-415
CVE-2021-40573,CWE-415
CVE-2021-40574,CWE-415
CVE-2021-40575,CWE-476
CVE-2021-40576,CWE-476
CVE-2021-40592,CWE-835
CVE-2021-40612,NVD-CWE-noinfo
CVE-2021-40642,CWE-311
CVE-2021-4069,CWE-416
CVE-2021-4070,CWE-193
CVE-2021-4072,CWE-79
CVE-2021-4075,CWE-918
CVE-2021-4076,NVD-CWE-noinfo
CVE-2021-4080,CWE-434
CVE-2021-4081,CWE-79
CVE-2021-40812,CWE-125
CVE-2021-40818,CWE-120
CVE-2021-4082,CWE-352
CVE-2021-40839,CWE-835
CVE-2021-4084,CWE-79
CVE-2021-40864,NVD-CWE-noinfo
CVE-2021-4089,CWE-862
CVE-2021-4092,CWE-352
CVE-2021-4097,CWE-93
CVE-2021-40985,CWE-125
CVE-2021-4103,CWE-79
CVE-2021-4107,CWE-79
CVE-2021-41072,CWE-22
CVE-2021-41072,CWE-59
CVE-2021-4108,CWE-79
CVE-2021-41082,CWE-863
CVE-2021-41083,CWE-352
CVE-2021-41086,CWE-79
CVE-2021-41087,CWE-22
CVE-2021-41088,CWE-346
CVE-2021-41090,CWE-312
CVE-2021-41092,CWE-200
CVE-2021-41093,CWE-863
CVE-2021-41094,NVD-CWE-Other
CVE-2021-41096,CWE-327
CVE-2021-41097,CWE-1321
CVE-2021-41098,CWE-611
CVE-2021-4110,CWE-476
CVE-2021-41106,CWE-345
CVE-2021-4111,CWE-20
CVE-2021-41110,CWE-502
CVE-2021-41111,CWE-639
CVE-2021-41113,CWE-352
CVE-2021-41114,CWE-20
CVE-2021-41114,CWE-644
CVE-2021-41116,CWE-77
CVE-2021-41118,CWE-400
CVE-2021-41120,CWE-639
CVE-2021-41123,NVD-CWE-Other
CVE-2021-41124,CWE-200
CVE-2021-41127,CWE-22
CVE-2021-41127,CWE-23
CVE-2021-41128,CWE-74
CVE-2021-41129,CWE-287
CVE-2021-41130,CWE-290
CVE-2021-41131,CWE-22
CVE-2021-41132,CWE-79
CVE-2021-41133,NVD-CWE-Other
CVE-2021-41134,CWE-79
CVE-2021-41135,CWE-754
CVE-2021-41136,CWE-444
CVE-2021-41137,NVD-CWE-Other
CVE-2021-41138,CWE-20
CVE-2021-41139,CWE-79
CVE-2021-41140,CWE-200
CVE-2021-41141,CWE-667
CVE-2021-41142,CWE-79
CVE-2021-41146,CWE-77
CVE-2021-41147,CWE-89
CVE-2021-41148,CWE-89
CVE-2021-41149,CWE-22
CVE-2021-41150,CWE-22
CVE-2021-41151,CWE-22
CVE-2021-41152,CWE-22
CVE-2021-41154,CWE-89
CVE-2021-41155,CWE-89
CVE-2021-41157,CWE-306
CVE-2021-4116,CWE-79
CVE-2021-41161,CWE-79
CVE-2021-41162,CWE-79
CVE-2021-41166,CWE-276
CVE-2021-41167,CWE-770
CVE-2021-41168,CWE-407
CVE-2021-41169,CWE-79
CVE-2021-4117,CWE-20
CVE-2021-41170,CWE-277
CVE-2021-41170,CWE-74
CVE-2021-41171,CWE-307
CVE-2021-41175,CWE-79
CVE-2021-41176,CWE-352
CVE-2021-4118,CWE-502
CVE-2021-41184,CWE-79
CVE-2021-41185,CWE-22
CVE-2021-41189,CWE-863
CVE-2021-4119,NVD-CWE-Other
CVE-2021-41190,CWE-843
CVE-2021-41191,CWE-116
CVE-2021-41192,CWE-1188
CVE-2021-41193,CWE-134
CVE-2021-41195,CWE-190
CVE-2021-41196,CWE-191
CVE-2021-41197,CWE-190
CVE-2021-41198,CWE-190
CVE-2021-41199,CWE-190
CVE-2021-41200,CWE-617
CVE-2021-41201,CWE-824
CVE-2021-41202,CWE-681
CVE-2021-41203,CWE-190
CVE-2021-41204,CWE-824
CVE-2021-41205,CWE-125
CVE-2021-41206,CWE-354
CVE-2021-41207,CWE-369
CVE-2021-41208,CWE-476
CVE-2021-41209,CWE-369
CVE-2021-4121,CWE-79
CVE-2021-41210,CWE-125
CVE-2021-41211,CWE-125
CVE-2021-41212,CWE-125
CVE-2021-41213,CWE-662
CVE-2021-41214,CWE-824
CVE-2021-41215,CWE-476
CVE-2021-41216,CWE-787
CVE-2021-41217,CWE-476
CVE-2021-41218,CWE-369
CVE-2021-41219,CWE-125
CVE-2021-41220,CWE-416
CVE-2021-41221,CWE-787
CVE-2021-41222,NVD-CWE-noinfo
CVE-2021-41223,CWE-125
CVE-2021-41224,CWE-125
CVE-2021-41225,CWE-908
CVE-2021-41226,CWE-125
CVE-2021-41227,CWE-125
CVE-2021-41228,CWE-94
CVE-2021-4123,CWE-352
CVE-2021-41232,CWE-116
CVE-2021-41232,CWE-74
CVE-2021-4124,CWE-79
CVE-2021-41242,CWE-22
CVE-2021-41243,CWE-78
CVE-2021-41245,CWE-352
CVE-2021-41246,CWE-384
CVE-2021-41248,CWE-79
CVE-2021-41249,CWE-79
CVE-2021-41250,NVD-CWE-Other
CVE-2021-41256,CWE-829
CVE-2021-41260,CWE-352
CVE-2021-41261,CWE-79
CVE-2021-41262,CWE-89
CVE-2021-41263,CWE-327
CVE-2021-41264,CWE-665
CVE-2021-41265,CWE-287
CVE-2021-41267,CWE-444
CVE-2021-41268,CWE-384
CVE-2021-41269,CWE-94
CVE-2021-41270,CWE-1236
CVE-2021-41272,CWE-681
CVE-2021-41273,CWE-352
CVE-2021-41274,CWE-352
CVE-2021-41275,CWE-352
CVE-2021-41276,CWE-74
CVE-2021-41278,CWE-327
CVE-2021-41279,CWE-22
CVE-2021-41280,CWE-78
CVE-2021-4130,CWE-352
CVE-2021-4131,CWE-352
CVE-2021-41317,CWE-287
CVE-2021-4132,CWE-79
CVE-2021-4136,CWE-122
CVE-2021-4139,CWE-79
CVE-2021-4143,CWE-79
CVE-2021-41556,CWE-125
CVE-2021-41560,CWE-434
CVE-2021-41580,NVD-CWE-Other
CVE-2021-4162,CWE-352
CVE-2021-4164,CWE-352
CVE-2021-4166,CWE-125
CVE-2021-4168,CWE-352
CVE-2021-41687,CWE-401
CVE-2021-41688,CWE-415
CVE-2021-41689,CWE-476
CVE-2021-4169,CWE-79
CVE-2021-41690,CWE-401
CVE-2021-4170,CWE-79
CVE-2021-4171,NVD-CWE-noinfo
CVE-2021-41714,CWE-494
CVE-2021-4172,CWE-79
CVE-2021-4173,CWE-416
CVE-2021-41749,CWE-94
CVE-2021-4175,CWE-79
CVE-2021-41750,CWE-79
CVE-2021-4176,CWE-79
CVE-2021-4177,CWE-209
CVE-2021-4179,CWE-79
CVE-2021-41800,CWE-770
CVE-2021-41864,CWE-190
CVE-2021-4187,CWE-416
CVE-2021-4188,CWE-476
CVE-2021-4189,CWE-252
CVE-2021-4192,CWE-416
CVE-2021-4193,CWE-125
CVE-2021-4194,CWE-863
CVE-2021-42073,CWE-384
CVE-2021-42112,CWE-79
CVE-2021-4213,CWE-401
CVE-2021-42134,CWE-79
CVE-2021-4216,CWE-369
CVE-2021-42192,CWE-863
CVE-2021-42235,CWE-89
CVE-2021-4231,CWE-79
CVE-2021-42325,CWE-89
CVE-2021-42341,NVD-CWE-Other
CVE-2021-4236,CWE-476
CVE-2021-42362,CWE-434
CVE-2021-4238,CWE-331
CVE-2021-4240,CWE-330
CVE-2021-4241,CWE-330
CVE-2021-4244,CWE-79
CVE-2021-4245,CWE-1321
CVE-2021-4246,CWE-89
CVE-2021-4247,CWE-404
CVE-2021-4248,CWE-330
CVE-2021-4249,CWE-404
CVE-2021-4250,CWE-404
CVE-2021-4251,CWE-707
CVE-2021-4252,CWE-707
CVE-2021-4253,CWE-707
CVE-2021-4254,CWE-707
CVE-2021-4255,CWE-707
CVE-2021-4256,CWE-79
CVE-2021-4257,CWE-79
CVE-2021-4258,CWE-319
CVE-2021-42584,CWE-79
CVE-2021-4259,CWE-597
CVE-2021-4260,CWE-601
CVE-2021-4261,CWE-89
CVE-2021-4262,CWE-89
CVE-2021-4263,CWE-79
CVE-2021-4264,CWE-1321
CVE-2021-4265,CWE-79
CVE-2021-4266,CWE-79
CVE-2021-4267,CWE-79
CVE-2021-4268,CWE-352
CVE-2021-4269,CWE-79
CVE-2021-4270,CWE-79
CVE-2021-4271,CWE-79
CVE-2021-4272,CWE-79
CVE-2021-4273,CWE-79
CVE-2021-4274,CWE-79
CVE-2021-4275,CWE-352
CVE-2021-4276,CWE-89
CVE-2021-4278,CWE-1321
CVE-2021-4279,CWE-1321
CVE-2021-4280,CWE-404
CVE-2021-4281,CWE-78
CVE-2021-4282,CWE-79
CVE-2021-4283,CWE-79
CVE-2021-42836,CWE-400
CVE-2021-4284,CWE-79
CVE-2021-4285,CWE-79
CVE-2021-4286,CWE-203
CVE-2021-4287,CWE-59
CVE-2021-4288,CWE-79
CVE-2021-4289,CWE-79
CVE-2021-4290,CWE-89
CVE-2021-4291,CWE-79
CVE-2021-42917,CWE-120
CVE-2021-4292,CWE-79
CVE-2021-4293,CWE-79
CVE-2021-4294,CWE-203
CVE-2021-4295,CWE-611
CVE-2021-4296,CWE-79
CVE-2021-4297,NVD-CWE-noinfo
CVE-2021-4298,CWE-89
CVE-2021-4299,CWE-1333
CVE-2021-4300,NVD-CWE-Other
CVE-2021-4301,CWE-89
CVE-2021-4302,CWE-79
CVE-2021-4303,CWE-79
CVE-2021-4304,CWE-77
CVE-2021-4305,CWE-1333
CVE-2021-4306,CWE-1333
CVE-2021-4307,CWE-1321
CVE-2021-4308,CWE-89
CVE-2021-4309,CWE-79
CVE-2021-43090,CWE-611
CVE-2021-43091,CWE-89
CVE-2021-4310,CWE-79
CVE-2021-43114,NVD-CWE-Other
CVE-2021-4312,CWE-79
CVE-2021-4313,CWE-89
CVE-2021-43138,CWE-1321
CVE-2021-4315,CWE-94
CVE-2021-4325,CWE-79
CVE-2021-43257,CWE-1236
CVE-2021-43267,CWE-1284
CVE-2021-4327,CWE-190
CVE-2021-43286,CWE-77
CVE-2021-43287,CWE-200
CVE-2021-43288,CWE-79
CVE-2021-43289,CWE-22
CVE-2021-4329,CWE-77
CVE-2021-43290,CWE-22
CVE-2021-43324,CWE-79
CVE-2021-4336,CWE-89
CVE-2021-43395,CWE-667
CVE-2021-43403,NVD-CWE-noinfo
CVE-2021-43404,NVD-CWE-Other
CVE-2021-43405,NVD-CWE-Other
CVE-2021-43406,CWE-20
CVE-2021-43515,CWE-1236
CVE-2021-43523,CWE-79
CVE-2021-43572,CWE-347
CVE-2021-43579,CWE-787
CVE-2021-43608,CWE-89
CVE-2021-43612,CWE-787
CVE-2021-43616,CWE-345
CVE-2021-43725,CWE-79
CVE-2021-43777,CWE-601
CVE-2021-43778,CWE-22
CVE-2021-43779,CWE-78
CVE-2021-43780,CWE-918
CVE-2021-43781,CWE-863
CVE-2021-43782,CWE-74
CVE-2021-43783,CWE-22
CVE-2021-43784,CWE-190
CVE-2021-43785,CWE-79
CVE-2021-43786,CWE-287
CVE-2021-43787,CWE-1321
CVE-2021-43787,CWE-79
CVE-2021-43788,CWE-22
CVE-2021-43790,CWE-416
CVE-2021-43791,CWE-613
CVE-2021-43793,NVD-CWE-Other
CVE-2021-43795,CWE-22
CVE-2021-43797,CWE-444
CVE-2021-43798,CWE-22
CVE-2021-43799,CWE-338
CVE-2021-43800,CWE-22
CVE-2021-43803,NVD-CWE-noinfo
CVE-2021-43804,CWE-125
CVE-2021-43805,CWE-1333
CVE-2021-43806,CWE-89
CVE-2021-43807,CWE-290
CVE-2021-43808,CWE-327
CVE-2021-43809,CWE-88
CVE-2021-43810,CWE-79
CVE-2021-43812,CWE-601
CVE-2021-43813,CWE-22
CVE-2021-43814,CWE-787
CVE-2021-43815,CWE-22
CVE-2021-43816,CWE-281
CVE-2021-43818,CWE-74
CVE-2021-43818,CWE-79
CVE-2021-43821,CWE-552
CVE-2021-43822,CWE-89
CVE-2021-43824,CWE-476
CVE-2021-43825,CWE-416
CVE-2021-43826,CWE-416
CVE-2021-43827,CWE-755
CVE-2021-43829,CWE-434
CVE-2021-43831,CWE-22
CVE-2021-43835,CWE-269
CVE-2021-43836,CWE-22
CVE-2021-43837,CWE-94
CVE-2021-43838,CWE-1333
CVE-2021-43839,CWE-670
CVE-2021-43840,CWE-22
CVE-2021-43842,CWE-79
CVE-2021-43843,NVD-CWE-Other
CVE-2021-43845,CWE-125
CVE-2021-43846,CWE-352
CVE-2021-43849,CWE-617
CVE-2021-43851,CWE-89
CVE-2021-43852,CWE-1321
CVE-2021-43853,CWE-502
CVE-2021-43854,CWE-400
CVE-2021-43855,CWE-79
CVE-2021-43856,CWE-79
CVE-2021-43857,NVD-CWE-noinfo
CVE-2021-43858,CWE-863
CVE-2021-43860,CWE-276
CVE-2021-43861,NVD-CWE-Other
CVE-2021-43862,CWE-79
CVE-2021-44078,CWE-697
CVE-2021-44108,CWE-476
CVE-2021-44109,CWE-787
CVE-2021-44225,NVD-CWE-Other
CVE-2021-44273,CWE-295
CVE-2021-4428,CWE-200
CVE-2021-4430,NVD-CWE-noinfo
CVE-2021-4431,CWE-79
CVE-2021-4437,CWE-1333
CVE-2021-4438,CWE-926
CVE-2021-44421,CWE-203
CVE-2021-44512,CWE-732
CVE-2021-44513,CWE-362
CVE-2021-44528,CWE-601
CVE-2021-44618,CWE-94
CVE-2021-44662,CWE-79
CVE-2021-44663,NVD-CWE-noinfo
CVE-2021-44664,CWE-22
CVE-2021-44664,CWE-434
CVE-2021-44665,CWE-22
CVE-2021-44674,CWE-22
CVE-2021-44833,CWE-276
CVE-2021-44878,CWE-347
CVE-2021-44896,CWE-79
CVE-2021-44916,CWE-79
CVE-2021-45005,CWE-787
CVE-2021-45010,CWE-22
CVE-2021-45095,CWE-200
CVE-2021-45098,NVD-CWE-noinfo
CVE-2021-45379,CWE-287
CVE-2021-45462,CWE-1284
CVE-2021-45470,CWE-1333
CVE-2021-45480,CWE-401
CVE-2021-45890,CWE-287
CVE-2021-45926,CWE-787
CVE-2021-45927,CWE-787
CVE-2021-45930,CWE-787
CVE-2021-45931,CWE-787
CVE-2021-45932,CWE-787
CVE-2021-45933,CWE-787
CVE-2021-45934,CWE-787
CVE-2021-45936,CWE-787
CVE-2021-45937,CWE-787
CVE-2021-45938,CWE-787
CVE-2021-45939,CWE-787
CVE-2021-45942,CWE-787
CVE-2021-45943,CWE-787
CVE-2021-45985,CWE-787
CVE-2021-46019,CWE-476
CVE-2021-46022,CWE-416
CVE-2021-46225,CWE-120
CVE-2021-46249,CWE-639
CVE-2021-46250,NVD-CWE-noinfo
CVE-2021-46251,CWE-79
CVE-2021-46252,CWE-352
CVE-2021-46389,CWE-190
CVE-2021-46398,CWE-352
CVE-2021-46426,CWE-352
CVE-2021-46426,CWE-79
CVE-2021-46461,CWE-119
CVE-2021-46462,NVD-CWE-noinfo
CVE-2021-46463,CWE-843
CVE-2021-46561,CWE-863
CVE-2021-46704,CWE-78
CVE-2021-46784,CWE-617
CVE-2021-46822,CWE-787
CVE-2021-46850,CWE-88
CVE-2021-46871,CWE-79
CVE-2021-46875,CWE-79
CVE-2021-46876,NVD-CWE-noinfo
CVE-2021-46880,CWE-295
CVE-2021-46898,CWE-601
CVE-2021-47154,NVD-CWE-noinfo
CVE-2021-47208,NVD-CWE-noinfo
CVE-2021-47621,NVD-CWE-noinfo
CVE-2022-0079,CWE-209
CVE-2022-0080,CWE-122
CVE-2022-0083,CWE-209
CVE-2022-0084,CWE-770
CVE-2022-0085,CWE-918
CVE-2022-0086,CWE-918
CVE-2022-0087,CWE-79
CVE-2022-0088,CWE-352
CVE-2022-0121,CWE-79
CVE-2022-0122,CWE-601
CVE-2022-0128,CWE-125
CVE-2022-0132,CWE-918
CVE-2022-0133,CWE-284
CVE-2022-0137,CWE-787
CVE-2022-0139,CWE-416
CVE-2022-0144,CWE-269
CVE-2022-0145,CWE-79
CVE-2022-0153,CWE-89
CVE-2022-0155,CWE-359
CVE-2022-0156,CWE-416
CVE-2022-0157,CWE-79
CVE-2022-0158,CWE-122
CVE-2022-0159,CWE-79
CVE-2022-0170,CWE-284
CVE-2022-0173,CWE-125
CVE-2022-0174,CWE-1284
CVE-2022-0178,CWE-862
CVE-2022-0179,CWE-862
CVE-2022-0196,CWE-352
CVE-2022-0197,CWE-352
CVE-2022-0203,CWE-862
CVE-2022-0204,CWE-190
CVE-2022-0213,CWE-122
CVE-2022-0219,CWE-611
CVE-2022-0224,CWE-89
CVE-2022-0226,CWE-352
CVE-2022-0231,CWE-352
CVE-2022-0235,CWE-200
CVE-2022-0238,CWE-352
CVE-2022-0240,CWE-476
CVE-2022-0242,CWE-434
CVE-2022-0243,CWE-79
CVE-2022-0245,CWE-352
CVE-2022-0251,CWE-79
CVE-2022-0253,CWE-79
CVE-2022-0261,CWE-787
CVE-2022-0263,CWE-434
CVE-2022-0265,CWE-611
CVE-2022-0266,CWE-639
CVE-2022-0268,CWE-79
CVE-2022-0269,CWE-352
CVE-2022-0272,CWE-611
CVE-2022-0273,CWE-284
CVE-2022-0274,CWE-79
CVE-2022-0277,CWE-732
CVE-2022-0278,CWE-79
CVE-2022-0281,CWE-200
CVE-2022-0282,CWE-79
CVE-2022-0284,CWE-125
CVE-2022-0285,CWE-79
CVE-2022-0315,CWE-668
CVE-2022-0318,CWE-787
CVE-2022-0319,CWE-125
CVE-2022-0323,CWE-94
CVE-2022-0326,CWE-476
CVE-2022-0336,CWE-276
CVE-2022-0338,CWE-532
CVE-2022-0339,CWE-918
CVE-2022-0341,CWE-79
CVE-2022-0348,CWE-79
CVE-2022-0350,CWE-79
CVE-2022-0351,CWE-119
CVE-2022-0352,CWE-79
CVE-2022-0355,CWE-212
CVE-2022-0359,CWE-122
CVE-2022-0361,CWE-122
CVE-2022-0362,CWE-89
CVE-2022-0367,CWE-787
CVE-2022-0368,CWE-125
CVE-2022-0370,CWE-79
CVE-2022-0372,CWE-79
CVE-2022-0374,CWE-79
CVE-2022-0375,CWE-79
CVE-2022-0377,CWE-327
CVE-2022-0378,CWE-79
CVE-2022-0379,CWE-79
CVE-2022-0382,CWE-909
CVE-2022-0387,CWE-79
CVE-2022-0392,CWE-122
CVE-2022-0393,CWE-125
CVE-2022-0394,CWE-79
CVE-2022-0395,CWE-79
CVE-2022-0401,CWE-22
CVE-2022-0402,CWE-79
CVE-2022-0405,CWE-284
CVE-2022-0406,CWE-863
CVE-2022-0407,CWE-122
CVE-2022-0408,CWE-121
CVE-2022-0409,CWE-434
CVE-2022-0413,CWE-416
CVE-2022-0414,CWE-1284
CVE-2022-0417,CWE-122
CVE-2022-0419,CWE-476
CVE-2022-0430,NVD-CWE-noinfo
CVE-2022-0432,CWE-1321
CVE-2022-0436,CWE-22
CVE-2022-0437,CWE-79
CVE-2022-0443,CWE-416
CVE-2022-0451,CWE-863
CVE-2022-0472,CWE-434
CVE-2022-0472,CWE-79
CVE-2022-0476,CWE-400
CVE-2022-0481,CWE-476
CVE-2022-0482,CWE-359
CVE-2022-0496,CWE-125
CVE-2022-0501,CWE-79
CVE-2022-0502,CWE-79
CVE-2022-0504,CWE-209
CVE-2022-0505,CWE-352
CVE-2022-0506,CWE-79
CVE-2022-0508,CWE-918
CVE-2022-0509,CWE-79
CVE-2022-0510,CWE-79
CVE-2022-0512,CWE-639
CVE-2022-0514,NVD-CWE-noinfo
CVE-2022-0515,CWE-352
CVE-2022-0518,CWE-787
CVE-2022-0519,CWE-119
CVE-2022-0520,CWE-416
CVE-2022-0521,CWE-119
CVE-2022-0522,CWE-119
CVE-2022-0523,CWE-416
CVE-2022-0524,CWE-840
CVE-2022-0525,CWE-125
CVE-2022-0526,CWE-79
CVE-2022-0527,CWE-79
CVE-2022-0528,CWE-918
CVE-2022-0534,CWE-125
CVE-2022-0536,CWE-212
CVE-2022-0539,CWE-79
CVE-2022-0542,CWE-79
CVE-2022-0552,CWE-444
CVE-2022-0554,CWE-823
CVE-2022-0557,CWE-78
CVE-2022-0558,CWE-79
CVE-2022-0559,CWE-416
CVE-2022-0560,CWE-601
CVE-2022-0565,CWE-79
CVE-2022-0569,CWE-203
CVE-2022-0570,CWE-122
CVE-2022-0571,CWE-79
CVE-2022-0572,CWE-787
CVE-2022-0574,CWE-863
CVE-2022-0575,CWE-79
CVE-2022-0576,CWE-79
CVE-2022-0577,CWE-863
CVE-2022-0578,NVD-CWE-Other
CVE-2022-0579,CWE-862
CVE-2022-0580,CWE-863
CVE-2022-0587,CWE-285
CVE-2022-0588,CWE-862
CVE-2022-0589,CWE-79
CVE-2022-0596,CWE-1284
CVE-2022-0597,CWE-601
CVE-2022-0602,CWE-79
CVE-2022-0611,CWE-862
CVE-2022-0612,CWE-79
CVE-2022-0613,CWE-639
CVE-2022-0614,CWE-119
CVE-2022-0622,CWE-209
CVE-2022-0623,CWE-125
CVE-2022-0624,CWE-639
CVE-2022-0629,CWE-121
CVE-2022-0630,CWE-125
CVE-2022-0631,CWE-122
CVE-2022-0632,CWE-476
CVE-2022-0638,CWE-352
CVE-2022-0639,CWE-639
CVE-2022-0645,CWE-601
CVE-2022-0654,NVD-CWE-noinfo
CVE-2022-0660,CWE-209
CVE-2022-0664,CWE-321
CVE-2022-0665,CWE-22
CVE-2022-0666,CWE-93
CVE-2022-0669,NVD-CWE-noinfo
CVE-2022-0676,CWE-787
CVE-2022-0678,CWE-79
CVE-2022-0685,CWE-823
CVE-2022-0686,CWE-639
CVE-2022-0688,NVD-CWE-noinfo
CVE-2022-0689,NVD-CWE-Other
CVE-2022-0690,CWE-79
CVE-2022-0691,CWE-639
CVE-2022-0692,CWE-601
CVE-2022-0695,CWE-400
CVE-2022-0696,CWE-476
CVE-2022-0697,CWE-601
CVE-2022-0699,CWE-415
CVE-2022-0704,CWE-79
CVE-2022-0705,CWE-79
CVE-2022-0711,CWE-835
CVE-2022-0712,CWE-476
CVE-2022-0713,CWE-787
CVE-2022-0714,CWE-122
CVE-2022-0717,CWE-125
CVE-2022-0719,CWE-79
CVE-2022-0721,NVD-CWE-noinfo
CVE-2022-0722,CWE-200
CVE-2022-0723,CWE-79
CVE-2022-0724,CWE-922
CVE-2022-0726,CWE-862
CVE-2022-0727,CWE-863
CVE-2022-0729,CWE-823
CVE-2022-0731,CWE-639
CVE-2022-0743,CWE-79
CVE-2022-0746,NVD-CWE-Other
CVE-2022-0752,CWE-79
CVE-2022-0753,CWE-79
CVE-2022-0754,CWE-89
CVE-2022-0755,CWE-862
CVE-2022-0756,CWE-862
CVE-2022-0762,CWE-863
CVE-2022-0763,CWE-79
CVE-2022-0764,NVD-CWE-Other
CVE-2022-0766,CWE-918
CVE-2022-0767,CWE-918
CVE-2022-0768,CWE-918
CVE-2022-0772,CWE-79
CVE-2022-0776,CWE-79
CVE-2022-0777,CWE-640
